,track_name,artist_name,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,Contigo hasta el final,El Sueño de Morfeo,Todos tenemos un sueño,2013-05-07,0.457,0.549,8,-7.125,1,0.0325,0.0263,0.000377,0.077,0.28,151.857,audio_features,3c7ZuQpaivW9f4sQVOvfeU,spotify:track:3c7ZuQpaivW9f4sQVOvfeU,https://api.spotify.com/v1/tracks/3c7ZuQpaivW9f4sQVOvfeU,https://api.spotify.com/v1/audio-analysis/3c7ZuQpaivW9f4sQVOvfeU,185594,4
,Only Love Survives,Ryan Dolan,Only Love Survives,2013-02-08,0.541,0.834,0,-5.258,0,0.0663,0.00498,0,0.191,0.355,128.012,audio_features,7ol1CVOYISQsQmi2uW16kh,spotify:track:7ol1CVOYISQsQmi2uW16kh,https://api.spotify.com/v1/tracks/7ol1CVOYISQsQmi2uW16kh,https://api.spotify.com/v1/audio-analysis/7ol1CVOYISQsQmi2uW16kh,180000,4
,Crisalide (vola),Valentina Monetta,Crisalide,2013-07-05,0.351,0.856,3,-4.227,0,0.0944,0.406,0,0.185,0.528,151.281,audio_features,3pXV4qbqfm8EioczjDvLQ9,spotify:track:3pXV4qbqfm8EioczjDvLQ9,https://api.spotify.com/v1/tracks/3pXV4qbqfm8EioczjDvLQ9,https://api.spotify.com/v1/audio-analysis/3pXV4qbqfm8EioczjDvLQ9,176067,3
,Само Шампиони,"Stoyan Yankoulov, Elitsa Todorova",Bulgarian Champions 2014,2014-03-24,0.645,0.928,9,-5.272,0,0.0864,0.00555,0.000104,0.0944,0.744,130.026,audio_features,3thI8DuOGce7DohbcGkMa0,spotify:track:3thI8DuOGce7DohbcGkMa0,https://api.spotify.com/v1/tracks/3thI8DuOGce7DohbcGkMa0,https://api.spotify.com/v1/audio-analysis/3thI8DuOGce7DohbcGkMa0,178773,4
,Igranka,Who See,Igranka,2013,0.753,0.785,8,-2.714,1,0.262,0.0472,0,0.0893,0.633,130.199,audio_features,3qolQX5Hx9iTkN0Fwdr5mU,spotify:track:3qolQX5Hx9iTkN0Fwdr5mU,https://api.spotify.com/v1/tracks/3qolQX5Hx9iTkN0Fwdr5mU,https://api.spotify.com/v1/audio-analysis/3qolQX5Hx9iTkN0Fwdr5mU,174329,4
,You And Me,Takasa,You And Me,2013-01-01,0.57,0.717,8,-5.597,0,0.035,0.0003,0,0.0373,0.702,133.988,audio_features,1ivQr2N0V79rFMj8CDZVlr,spotify:track:1ivQr2N0V79rFMj8CDZVlr,https://api.spotify.com/v1/tracks/1ivQr2N0V79rFMj8CDZVlr,https://api.spotify.com/v1/audio-analysis/1ivQr2N0V79rFMj8CDZVlr,175427,4
,Mizerja,Klapa s Mora,Dalmatinska Vila,2016-03-03,0.284,0.524,6,-8.047,1,0.0363,0.288,0.000276,0.156,0.287,200.25,audio_features,4sIZsqn8aSwT6omfUdu9Ma,spotify:track:4sIZsqn8aSwT6omfUdu9Ma,https://api.spotify.com/v1/tracks/4sIZsqn8aSwT6omfUdu9Ma,https://api.spotify.com/v1/audio-analysis/4sIZsqn8aSwT6omfUdu9Ma,185467,4
,Rak Bishvilo,Moran Mazor,Rak Bishvilo,2013-06-11,0.595,0.788,10,-3.619,0,0.0504,0.465,0,0.524,0.316,105.102,audio_features,5gyHkwiGGhHGrdGkyg4Ocb,spotify:track:5gyHkwiGGhHGrdGkyg4Ocb,https://api.spotify.com/v1/tracks/5gyHkwiGGhHGrdGkyg4Ocb,https://api.spotify.com/v1/audio-analysis/5gyHkwiGGhHGrdGkyg4Ocb,179931,4
,Identitet,"Adrian Lulgjuraj, Bledar Sejko",Festivali i 51-te ne RTSH,2016-04-25,0.642,0.849,4,-8.803,1,0.0323,0.0012,9.61e-06,0.096,0.775,105.017,audio_features,3JrhKSMuhw8J7FEfqFRPri,spotify:track:3JrhKSMuhw8J7FEfqFRPri,https://api.spotify.com/v1/tracks/3JrhKSMuhw8J7FEfqFRPri,https://api.spotify.com/v1/audio-analysis/3JrhKSMuhw8J7FEfqFRPri,242000,4
,Shine,Natália Kelly,NATÁLIA KELLY,2013-01-01,0.527,0.647,11,-4.786,0,0.0301,0.136,0,0.102,0.362,81.902,audio_features,2GU5Vu79m17seevloDx4El,spotify:track:2GU5Vu79m17seevloDx4El,https://api.spotify.com/v1/tracks/2GU5Vu79m17seevloDx4El,https://api.spotify.com/v1/audio-analysis/2GU5Vu79m17seevloDx4El,179667,4
,Pred da Se Razdeni (feat. Esma Redzepova),"Lozano, Esma Redzepova",Deset,2018-12-18,0.562,0.907,10,-4.441,1,0.0422,0.00343,0,0.331,0.276,125.015,audio_features,1NsmxRrhvkV2ccrnsgoafc,spotify:track:1NsmxRrhvkV2ccrnsgoafc,https://api.spotify.com/v1/tracks/1NsmxRrhvkV2ccrnsgoafc,https://api.spotify.com/v1/audio-analysis/1NsmxRrhvkV2ccrnsgoafc,187063,4
,Pred da se razdeni,Lozano,Pred da se razdeni,2013-05-27,0.557,0.774,0,-4.027,0,0.0476,0.242,0,0.101,0.405,125.162,audio_features,3V04UwtrH8bKlPG1MfbCTz,spotify:track:3V04UwtrH8bKlPG1MfbCTz,https://api.spotify.com/v1/tracks/3V04UwtrH8bKlPG1MfbCTz,https://api.spotify.com/v1/audio-analysis/3V04UwtrH8bKlPG1MfbCTz,178451,4
,An Me Thimasai,Despina Olimpiou,An Me Thimasai,2013-03-11,0.582,0.419,0,-7.275,1,0.0365,0.331,0,0.369,0.385,128.088,audio_features,52oRvlSgzCBPPtbpO59cdM,spotify:track:52oRvlSgzCBPPtbpO59cdM,https://api.spotify.com/v1/tracks/52oRvlSgzCBPPtbpO59cdM,https://api.spotify.com/v1/audio-analysis/52oRvlSgzCBPPtbpO59cdM,178867,4
,Here We Go,PeR (Please Explain the Rhythm),PeR,2012-11-19,0.587,0.919,5,-3.85,1,0.0483,0.00191,0,0.361,0.567,100.065,audio_features,7fWQc4UNELiPfWj2Epeezh,spotify:track:7fWQc4UNELiPfWj2Epeezh,https://api.spotify.com/v1/tracks/7fWQc4UNELiPfWj2Epeezh,https://api.spotify.com/v1/audio-analysis/7fWQc4UNELiPfWj2Epeezh,222453,4
,Rise Like A Phoenix,Conchita Wurst,Rise Like A Phoenix,2014-03-18,0.426,0.45,2,-8.91,0,0.0252,0.0791,0,0.127,0.208,82.107,audio_features,0fvafkeEoF6Y9gGLK3Wnu3,spotify:track:0fvafkeEoF6Y9gGLK3Wnu3,https://api.spotify.com/v1/tracks/0fvafkeEoF6Y9gGLK3Wnu3,https://api.spotify.com/v1/audio-analysis/0fvafkeEoF6Y9gGLK3Wnu3,181990,4
,Undo,Sanna Nielsen,Undo,2014-02-23,0.58,0.493,6,-3.53,1,0.0383,0.399,0,0.0829,0.256,121.904,audio_features,1y0Ptl7dOU9sB3ISlJYYpU,spotify:track:1y0Ptl7dOU9sB3ISlJYYpU,https://api.spotify.com/v1/tracks/1y0Ptl7dOU9sB3ISlJYYpU,https://api.spotify.com/v1/audio-analysis/1y0Ptl7dOU9sB3ISlJYYpU,187653,4
,Not Alone,Aram MP3,Not Alone,2014-05-05,0.395,0.618,0,-7.117,0,0.0377,0.0247,0.000632,0.116,0.0729,140.065,audio_features,1LMUArwQoJRXXkppeGV10D,spotify:track:1LMUArwQoJRXXkppeGV10D,https://api.spotify.com/v1/tracks/1LMUArwQoJRXXkppeGV10D,https://api.spotify.com/v1/audio-analysis/1LMUArwQoJRXXkppeGV10D,183213,4
,Running,Kállay Saunders,Running,2014-03-01,0.587,0.652,6,-5.717,1,0.0331,0.187,0,0.0949,0.422,90.245,audio_features,2l75XRzIrKfAZ4cE7VW6fo,spotify:track:2l75XRzIrKfAZ4cE7VW6fo,https://api.spotify.com/v1/tracks/2l75XRzIrKfAZ4cE7VW6fo,https://api.spotify.com/v1/audio-analysis/2l75XRzIrKfAZ4cE7VW6fo,181733,4
,Tick Tock,Mariya Yaremchuk,Tick Tock,2014-04-16,0.702,0.899,6,-4.009,0,0.0407,0.0109,0.00043,0.0564,0.731,124.99,audio_features,4kIheg2ykamUNNrSxL7t56,spotify:track:4kIheg2ykamUNNrSxL7t56,https://api.spotify.com/v1/tracks/4kIheg2ykamUNNrSxL7t56,https://api.spotify.com/v1/audio-analysis/4kIheg2ykamUNNrSxL7t56,180000,4
,Shine,Tolmachevy Sisters,Shine,2014,0.629,0.87,4,-4.835,0,0.0302,0.224,0,0.0979,0.711,119.987,audio_features,4ywQ3KLuFdvPMOl1ZZ5xuJ,spotify:track:4ywQ3KLuFdvPMOl1ZZ5xuJ,https://api.spotify.com/v1/tracks/4ywQ3KLuFdvPMOl1ZZ5xuJ,https://api.spotify.com/v1/audio-analysis/4ywQ3KLuFdvPMOl1ZZ5xuJ,183824,4
,Silent Storm,Carl Espen,Silent Storm,2014-02-19,0.348,0.201,9,-10.911,1,0.037,0.864,2.14e-05,0.1,0.243,74.521,audio_features,04x7Wpz4C1Jz0n02Z3T6QN,spotify:track:04x7Wpz4C1Jz0n02Z3T6QN,https://api.spotify.com/v1/tracks/04x7Wpz4C1Jz0n02Z3T6QN,https://api.spotify.com/v1/audio-analysis/04x7Wpz4C1Jz0n02Z3T6QN,177186,4
,Cliche Love Song,Basim,Cliche Love Song,2014-04-28,0.774,0.867,8,-3.41,1,0.0608,0.0668,0,0.0577,0.729,111.99,audio_features,3HTQzNjeKAIxtF6tntuV2s,spotify:track:3HTQzNjeKAIxtF6tntuV2s,https://api.spotify.com/v1/tracks/3HTQzNjeKAIxtF6tntuV2s,https://api.spotify.com/v1/audio-analysis/3HTQzNjeKAIxtF6tntuV2s,181675,4
,Dancing in the Rain - Official Eurovision 2014 - Spain,Ruth Lorenzo,Planeta Azul,2014-11-04,0.601,0.668,0,-6.625,1,0.042,0.675,6.15e-05,0.0984,0.422,130.006,audio_features,3ewuFERsiKOq5noSzJl6Uh,spotify:track:3ewuFERsiKOq5noSzJl6Uh,https://api.spotify.com/v1/tracks/3ewuFERsiKOq5noSzJl6Uh,https://api.spotify.com/v1/audio-analysis/3ewuFERsiKOq5noSzJl6Uh,172770,4
,Something Better,Softengine,We Created the World,2014-10-03,0.556,0.88,0,-6.456,1,0.0559,0.00049,0,0.247,0.366,146.051,audio_features,0i99ZWeMYZalyfqFvoj3ob,spotify:track:0i99ZWeMYZalyfqFvoj3ob,https://api.spotify.com/v1/tracks/0i99ZWeMYZalyfqFvoj3ob,https://api.spotify.com/v1/audio-analysis/0i99ZWeMYZalyfqFvoj3ob,180413,4
,Miracle (Eurovision Song Contest 2014),"Ovi, Paula Seling",Miracle (Eurovision Song Contest 2014),2014-02-28,0.554,0.868,9,-3.875,1,0.0378,0.0184,0,0.18,0.346,135.076,audio_features,0tBUd6UyIMfV29IdD1sEpT,spotify:track:0tBUd6UyIMfV29IdD1sEpT,https://api.spotify.com/v1/tracks/0tBUd6UyIMfV29IdD1sEpT,https://api.spotify.com/v1/audio-analysis/0tBUd6UyIMfV29IdD1sEpT,183147,4
,Hunter of Stars,Sebalter,Hunter of Stars,2013-12-02,0.569,0.889,4,-4.432,0,0.0693,0.141,2.62e-05,0.0972,0.92,176.854,audio_features,5pX8S6xCA08WHIbddDnGRP,spotify:track:5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/tracks/5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/audio-analysis/5pX8S6xCA08WHIbddDnGRP,186573,4
,Slavic Girls,"Donatan, Cleo",Slavic Girls,2014-02-09,0.679,0.877,4,-5.363,0,0.216,0.307,0,0.387,0.624,155.936,audio_features,164K5E7hbZlS2HprdV4NAD,spotify:track:164K5E7hbZlS2HprdV4NAD,https://api.spotify.com/v1/tracks/164K5E7hbZlS2HprdV4NAD,https://api.spotify.com/v1/audio-analysis/164K5E7hbZlS2HprdV4NAD,190924,4
,No Prejudice,Pollapönk,No Prejudice - Eurovision 2014 Album,2014-04-13,0.707,0.931,7,-5.374,1,0.0897,0.11,0,0.262,0.762,108.107,audio_features,6ZAi2xX3hauYCgr1QS21h3,spotify:track:6ZAi2xX3hauYCgr1QS21h3,https://api.spotify.com/v1/tracks/6ZAi2xX3hauYCgr1QS21h3,https://api.spotify.com/v1/audio-analysis/6ZAi2xX3hauYCgr1QS21h3,166050,4
,Cheesecake,Teo,Cheesecake,2014-01-01,0.804,0.797,1,-4.148,0,0.0675,0.178,0,0.0731,0.894,95.028,audio_features,4g7dROdE3ceRrBqmXR5TNF,spotify:track:4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/tracks/4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/audio-analysis/4g7dROdE3ceRrBqmXR5TNF,176901,4
,Children of the Universe,Molly,Children Of The Universe,2014-04-15,0.566,0.756,6,-3.547,1,0.0493,0.145,0.000115,0.329,0.423,140.044,audio_features,7wn3r1q1yLf9FlHO4HpGQi,spotify:track:7wn3r1q1yLf9FlHO4HpGQi,https://api.spotify.com/v1/tracks/7wn3r1q1yLf9FlHO4HpGQi,https://api.spotify.com/v1/audio-analysis/7wn3r1q1yLf9FlHO4HpGQi,180000,4
,Is It Right,Elaiza,Is It Right / Fight Against Myself,2014-03-13,0.751,0.738,7,-6.263,0,0.0679,0.175,0,0.311,0.772,128.001,audio_features,4BxMRmdcUYW1sBHc1Nv9jo,spotify:track:4BxMRmdcUYW1sBHc1Nv9jo,https://api.spotify.com/v1/tracks/4BxMRmdcUYW1sBHc1Nv9jo,https://api.spotify.com/v1/audio-analysis/4BxMRmdcUYW1sBHc1Nv9jo,234988,4
,Moj Svijet,Sergej Ćetković,Moj Svijet,2016-10-20,0.19,0.582,0,-5.358,0,0.0378,0.317,0,0.109,0.235,53.311,audio_features,1bAMRpm6JOcWrt5CUUOeNw,spotify:track:1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/tracks/1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/audio-analysis/1bAMRpm6JOcWrt5CUUOeNw,186533,4
,La Mia Città,Emma,La Mia Città,2014-01-01,0.65,0.917,9,-4.188,0,0.0397,0.0814,0,0.0689,0.923,135.925,audio_features,1OtAaENfvEBAWtOLLHpDZ3,spotify:track:1OtAaENfvEBAWtOLLHpDZ3,https://api.spotify.com/v1/tracks/1OtAaENfvEBAWtOLLHpDZ3,https://api.spotify.com/v1/audio-analysis/1OtAaENfvEBAWtOLLHpDZ3,211200,4
,Coming Home,FireLight,Coming Home (Eurovision Malta 2014),2014-03-12,0.502,0.695,1,-6.285,1,0.037,0.0238,1.32e-05,0.0602,0.317,128.049,audio_features,0kekgA2kWSWkCoqaeRuxpk,spotify:track:0kekgA2kWSWkCoqaeRuxpk,https://api.spotify.com/v1/tracks/0kekgA2kWSWkCoqaeRuxpk,https://api.spotify.com/v1/audio-analysis/0kekgA2kWSWkCoqaeRuxpk,177187,4
,Spet,Tinkara Kovač,Neskončnost,2021-12-22,0.692,0.408,0,-8.875,0,0.0288,0.69,0.00494,0.0962,0.52,119.947,audio_features,3zwghSnNuMkTKJdIiRrteJ,spotify:track:3zwghSnNuMkTKJdIiRrteJ,https://api.spotify.com/v1/tracks/3zwghSnNuMkTKJdIiRrteJ,https://api.spotify.com/v1/audio-analysis/3zwghSnNuMkTKJdIiRrteJ,254947,4
,Round and Round - Official ESC,Tinkara Kovač,Round and Round,2014-05-15,0.537,0.63,8,-6.09,1,0.0281,0.0212,0,0.219,0.249,119.976,audio_features,7auFOYqKjSmfEYFGEuus8U,spotify:track:7auFOYqKjSmfEYFGEuus8U,https://api.spotify.com/v1/tracks/7auFOYqKjSmfEYFGEuus8U,https://api.spotify.com/v1/audio-analysis/7auFOYqKjSmfEYFGEuus8U,197776,4
,Quero Ser Tua,Suzy,Quero Ser Tua,2014-03-31,0.741,0.92,0,-4.081,1,0.046,0.144,0.00123,0.0917,0.922,130.007,audio_features,508BVVNeDCgoI6fFagSrez,spotify:track:508BVVNeDCgoI6fFagSrez,https://api.spotify.com/v1/tracks/508BVVNeDCgoI6fFagSrez,https://api.spotify.com/v1/audio-analysis/508BVVNeDCgoI6fFagSrez,181200,4
,Heartbeat (feat. Kasey Smith),"Can-Linn, Kasey Smith",Heartbeat (feat. Kasey Smith),2014-02-21,0.684,0.842,0,-3.574,1,0.0331,0.293,0,0.194,0.743,119.989,audio_features,21TVVieJgMwi6YwUTLEMsy,spotify:track:21TVVieJgMwi6YwUTLEMsy,https://api.spotify.com/v1/tracks/21TVVieJgMwi6YwUTLEMsy,https://api.spotify.com/v1/audio-analysis/21TVVieJgMwi6YwUTLEMsy,182685,4
,Amazing,Tanja,Elan Päev Korraga,2015-11-26,0.535,0.851,5,-5.56,0,0.0489,0.0534,0,0.165,0.398,128.02,audio_features,3St8xzBfZyXQ6NMgH1bYQZ,spotify:track:3St8xzBfZyXQ6NMgH1bYQZ,https://api.spotify.com/v1/tracks/3St8xzBfZyXQ6NMgH1bYQZ,https://api.spotify.com/v1/audio-analysis/3St8xzBfZyXQ6NMgH1bYQZ,182751,4
,To the sky ( Where do we go now ),Tijana Dapcevic,To the sky ( Where do we go now ),2014-02-23,0.545,0.877,1,-5.404,0,0.0513,0.00463,0,0.102,0.743,128.012,audio_features,4C2wnoXZQIkQ6UKbBthh9l,spotify:track:4C2wnoXZQIkQ6UKbBthh9l,https://api.spotify.com/v1/tracks/4C2wnoXZQIkQ6UKbBthh9l,https://api.spotify.com/v1/audio-analysis/4C2wnoXZQIkQ6UKbBthh9l,194062,4
,Attention,Vilija,Attention!,2014-04-28,0.594,0.92,1,-4.11,0,0.122,0.298,0,0.189,0.251,150.0,audio_features,2tZKVvySrqk1Ts7l532PzY,spotify:track:2tZKVvySrqk1Ts7l532PzY,https://api.spotify.com/v1/tracks/2tZKVvySrqk1Ts7l532PzY,https://api.spotify.com/v1/audio-analysis/2tZKVvySrqk1Ts7l532PzY,174040,4
,Cake to Bake,Aarzemnieki,Visi kopā,2017-08-18,0.589,0.694,6,-6.532,1,0.072,0.635,0,0.132,0.806,197.126,audio_features,7b1454Qc5V9D6bQskceo6R,spotify:track:7b1454Qc5V9D6bQskceo6R,https://api.spotify.com/v1/tracks/7b1454Qc5V9D6bQskceo6R,https://api.spotify.com/v1/audio-analysis/7b1454Qc5V9D6bQskceo6R,179600,4
,Mother,Axel Hirsoux,Eurosong 2014,2014-03-10,0.312,0.333,4,-7.981,0,0.032,0.859,0,0.102,0.251,87.194,audio_features,2hzIMz6NUX0oOlLCtcnXBn,spotify:track:2hzIMz6NUX0oOlLCtcnXBn,https://api.spotify.com/v1/tracks/2hzIMz6NUX0oOlLCtcnXBn,https://api.spotify.com/v1/audio-analysis/2hzIMz6NUX0oOlLCtcnXBn,182493,4
,Zemerimi I Nje Nate,Herciana Matmuja,"Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2018-02-14,0.601,0.618,5,-6.154,0,0.0354,0.377,3.22e-05,0.178,0.644,149.987,audio_features,2EHypRGQROJw4ptfPgP1OZ,spotify:track:2EHypRGQROJw4ptfPgP1OZ,https://api.spotify.com/v1/tracks/2EHypRGQROJw4ptfPgP1OZ,https://api.spotify.com/v1/audio-analysis/2EHypRGQROJw4ptfPgP1OZ,216293,3
,One Night's Anger - Eurovision 2014 - Albania,Hersi,Eurovision Song Contest 2014 Copenhagen,2014-01-01,0.537,0.583,8,-5.599,1,0.0331,0.265,0,0.0706,0.557,151.952,audio_features,1e7hVISj3bDzGrknIRJCA0,spotify:track:1e7hVISj3bDzGrknIRJCA0,https://api.spotify.com/v1/tracks/1e7hVISj3bDzGrknIRJCA0,https://api.spotify.com/v1/audio-analysis/1e7hVISj3bDzGrknIRJCA0,184613,3
,Same Heart - Eurovision 2014 - Israel,Mei Finegold,Eurovision Song Contest 2014 Copenhagen,2014-01-01,0.632,0.88,11,-5.341,0,0.0461,0.089,0,0.13,0.452,124.037,audio_features,379KepiioggdYFJJFriwVp,spotify:track:379KepiioggdYFJJFriwVp,https://api.spotify.com/v1/tracks/379KepiioggdYFJJFriwVp,https://api.spotify.com/v1/audio-analysis/379KepiioggdYFJJFriwVp,179120,4
,Three Minutes To Earth - Eurovision 2014 - Georgia,The Shin and Mariko,Eurovision Song Contest 2014 Copenhagen,2014-01-01,0.563,0.731,9,-6.438,1,0.0512,0.194,0,0.379,0.574,76.088,audio_features,1eVJ6Mke1dKBGxFXELqM6Y,spotify:track:1eVJ6Mke1dKBGxFXELqM6Y,https://api.spotify.com/v1/tracks/1eVJ6Mke1dKBGxFXELqM6Y,https://api.spotify.com/v1/audio-analysis/1eVJ6Mke1dKBGxFXELqM6Y,180427,4
,Wild Soul - Eurovision 2014 - Moldova,Cristina Scarlat,Eurovision Song Contest 2014 Copenhagen,2014-01-01,0.59,0.735,2,-4.508,0,0.0444,0.0901,0,0.241,0.122,139.995,audio_features,5jGzOHFqzgyhxdFWZRxRaR,spotify:track:5jGzOHFqzgyhxdFWZRxRaR,https://api.spotify.com/v1/tracks/5jGzOHFqzgyhxdFWZRxRaR,https://api.spotify.com/v1/audio-analysis/5jGzOHFqzgyhxdFWZRxRaR,182000,4
,Heroes,Måns Zelmerlöw,Heroes,2015-02-28,0.484,0.791,7,-4.27,1,0.0437,0.0743,0,0.0491,0.369,124.008,audio_features,4ciaNqHWA2IzHphZaVRzHI,spotify:track:4ciaNqHWA2IzHphZaVRzHI,https://api.spotify.com/v1/tracks/4ciaNqHWA2IzHphZaVRzHI,https://api.spotify.com/v1/audio-analysis/4ciaNqHWA2IzHphZaVRzHI,190613,4
,A Million Voices,Polina Gagarina,A Million Voices,2015-03-15,0.43,0.664,7,-3.958,1,0.0293,0.18,0,0.169,0.324,76.101,audio_features,6VlxdfLIfqf7saVOuerWyR,spotify:track:6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/tracks/6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/audio-analysis/6VlxdfLIfqf7saVOuerWyR,180382,4
,Grande amore,Il Volo,Sanremo grande amore,2015-02-17,0.466,0.617,1,-5.853,1,0.029,0.0586,9.2e-05,0.147,0.177,142.121,audio_features,4hWQaCHO3k3bTYi8AozKTE,spotify:track:4hWQaCHO3k3bTYi8AozKTE,https://api.spotify.com/v1/tracks/4hWQaCHO3k3bTYi8AozKTE,https://api.spotify.com/v1/audio-analysis/4hWQaCHO3k3bTYi8AozKTE,224947,4
,Rhythm Inside,Loïc Nottet,Rhythm Inside,2015-03-10,0.821,0.513,7,-5.388,1,0.0436,0.0802,0,0.067,0.308,90.008,audio_features,3O2MsMZHCgSbRGEca5ML1N,spotify:track:3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/tracks/3O2MsMZHCgSbRGEca5ML1N,https://api.spotify.com/v1/audio-analysis/3O2MsMZHCgSbRGEca5ML1N,172153,4
,Tonight Again,Guy Sebastian,Tonight Again,2015-04-07,0.702,0.843,10,-2.403,1,0.144,0.0851,0,0.151,0.584,106.093,audio_features,0yaAFfayze82aoCTY2cxd7,spotify:track:0yaAFfayze82aoCTY2cxd7,https://api.spotify.com/v1/tracks/0yaAFfayze82aoCTY2cxd7,https://api.spotify.com/v1/audio-analysis/0yaAFfayze82aoCTY2cxd7,203339,4
,Love Injected,Aminata,Inner Voice,2016-04-15,0.448,0.292,7,-10.178,0,0.0496,0.122,0.016,0.119,0.157,144.419,audio_features,1hWgnVgAhxwP2YDLWeh8xh,spotify:track:1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/tracks/1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/audio-analysis/1hWgnVgAhxwP2YDLWeh8xh,199784,5
,Goodbye To Yesterday,Elina Born & Stig Rästa,Goodbye To Yesterday,2015-01-08,0.626,0.835,7,-5.059,0,0.0451,0.377,1.19e-06,0.39,0.699,138.031,audio_features,0RSkLhxAc601EgeKkyXNVB,spotify:track:0RSkLhxAc601EgeKkyXNVB,https://api.spotify.com/v1/tracks/0RSkLhxAc601EgeKkyXNVB,https://api.spotify.com/v1/audio-analysis/0RSkLhxAc601EgeKkyXNVB,179130,4
,A Monster Like Me,"Mørland, Debrah Scarlett",A Monster Like Me,2015-02-17,0.296,0.294,1,-9.063,0,0.0296,0.376,0,0.0937,0.147,146.612,audio_features,0GQiToyThTXwyIw5IFsKEw,spotify:track:0GQiToyThTXwyIw5IFsKEw,https://api.spotify.com/v1/tracks/0GQiToyThTXwyIw5IFsKEw,https://api.spotify.com/v1/audio-analysis/0GQiToyThTXwyIw5IFsKEw,184307,4
,Golden Boy,Nadav Guedj,Golden Boy,2015-10-08,0.716,0.829,1,-5.37,0,0.0615,0.179,0,0.0705,0.705,115.033,audio_features,6YWFr8BHQrRL4b7RwuqS36,spotify:track:6YWFr8BHQrRL4b7RwuqS36,https://api.spotify.com/v1/tracks/6YWFr8BHQrRL4b7RwuqS36,https://api.spotify.com/v1/audio-analysis/6YWFr8BHQrRL4b7RwuqS36,180586,4
,Beauty Never Lies - Eurovision 2015 - Serbia,Bojana Stamenov,Beauty Never Lies (Eurovision 2015 - Serbia),2015-03-26,0.59,0.727,10,-6.948,0,0.0392,0.0424,0,0.363,0.485,128.982,audio_features,60FcGPWkPbbO0mZxev1U0l,spotify:track:60FcGPWkPbbO0mZxev1U0l,https://api.spotify.com/v1/tracks/60FcGPWkPbbO0mZxev1U0l,https://api.spotify.com/v1/audio-analysis/60FcGPWkPbbO0mZxev1U0l,179105,4
,Warrior - Eurovision 2015 - Georgia,Nina Sublatti,Warrior (Eurovision 2015 - Georgia),2015-03-26,0.461,0.911,5,-4.108,0,0.0998,0.00803,2.23e-05,0.215,0.386,141.082,audio_features,7yU7FlMnnLHEnOVxMmQLCQ,spotify:track:7yU7FlMnnLHEnOVxMmQLCQ,https://api.spotify.com/v1/tracks/7yU7FlMnnLHEnOVxMmQLCQ,https://api.spotify.com/v1/audio-analysis/7yU7FlMnnLHEnOVxMmQLCQ,182126,4
,Hour Of The Wolf - Eurovision 2015 - Azerbaijan,Elnur Huseynov,Hour Of The Wolf,2015-04-02,0.483,0.672,2,-5.137,1,0.04,0.0602,4.51e-05,0.306,0.194,106.232,audio_features,3XhbPuJJG3MlAP2exjHoVy,spotify:track:3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/tracks/3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/audio-analysis/3XhbPuJJG3MlAP2exjHoVy,179220,4
,Adio,Knez,Adio,2018-09-24,0.37,0.508,6,-8.001,0,0.0299,0.678,0,0.0593,0.267,94.582,audio_features,3vfkDz867zwX33cBqlNWVv,spotify:track:3vfkDz867zwX33cBqlNWVv,https://api.spotify.com/v1/tracks/3vfkDz867zwX33cBqlNWVv,https://api.spotify.com/v1/audio-analysis/3vfkDz867zwX33cBqlNWVv,184853,4
,De la capat,Voltaj,X,2016-09-01,0.625,0.585,4,-5.841,1,0.025,0.449,0,0.131,0.251,97.999,audio_features,16yCFRedNMdTrwGMwoWlBs,spotify:track:16yCFRedNMdTrwGMwoWlBs,https://api.spotify.com/v1/tracks/16yCFRedNMdTrwGMwoWlBs,https://api.spotify.com/v1/audio-analysis/16yCFRedNMdTrwGMwoWlBs,209414,4
,Face The Shadow - Eurovision 2015 / Armenia,Genealogy,Face The Shadow (Eurovision 2015 - Armenia),2015-03-27,0.445,0.542,7,-7.773,1,0.0333,0.026,0,0.368,0.244,121.058,audio_features,719i2VpCO6JVcc8N1t1OtF,spotify:track:719i2VpCO6JVcc8N1t1OtF,https://api.spotify.com/v1/tracks/719i2VpCO6JVcc8N1t1OtF,https://api.spotify.com/v1/audio-analysis/719i2VpCO6JVcc8N1t1OtF,180478,3
